title,artists,album,inLibrary,likeStatus,duration,duration_seconds,videoId,played_at,run_id
Chalkdust Torture,Phish,1994.06.11 SBD,,INDIFFERENT,6:03,363,pgpuGTSxyrM,2025-03-31T18:36:49Z,gh-3852
Wilson,Phish,1994.06.11 SBD,,INDIFFERENT,4:31,271,WJLdvN-BTNw,2025-03-31T18:32:18Z,gh-3852
Suzy Greenberg,Phish,1994.06.11 SBD,,INDIFFERENT,5:58,358,MJQO2giOQ7w,2025-03-31T18:26:20Z,gh-3852
Frankenstein,Phish,1994.06.11 SBD,,INDIFFERENT,4:51,291,6_pL03y-Kz4,2025-03-31T18:21:29Z,gh-3852
Contact,Phish,1994.06.11 SBD,,INDIFFERENT,6:06,366,JPPzZmFpE14,2025-03-31T18:15:23Z,gh-3852
Maze,Phish,1994.06.11 SBD,,INDIFFERENT,9:42,582,UL2SSq_tKh4,2025-03-31T18:05:41Z,gh-3852
The Squirming Coil,Phish,1994.06.11 SBD,,INDIFFERENT,9:56,596,cVkbAb49Bt0,2025-03-31T17:55:45Z,gh-3852
Split Open and Melt,Phish,1994.06.11 SBD,,INDIFFERENT,8:55,535,yUxNKFBwlt4,2025-03-31T17:46:50Z,gh-3852
Scent of a Mule,Phish,1994.06.11 SBD,,INDIFFERENT,7:40,460,a96ocHj_rwY,2025-03-31T17:39:10Z,gh-3852
Fluffhead,Phish,1994.06.11 SBD,,INDIFFERENT,13:35,815,-ko0Ldg3Mr8,2025-03-31T17:25:35Z,gh-3852
Once Again,Mononome,Tale of the Phoenix,False,INDIFFERENT,4:20,260,sfltEHtTOfM,2025-03-31T17:21:15Z,gh-3852
Beachy Head (Remix),Mechanical Me,I Like Mixes,False,INDIFFERENT,3:49,229,GJ91toMSZNA,2025-03-31T17:17:26Z,gh-3852
Good Disease (feat. Stephen Jones),Aim,Hinterland,False,INDIFFERENT,4:24,264,6O6ErCwM-3E,2025-03-31T17:13:02Z,gh-3852
Lunar,Little People,"Unreleased Bits & Pieces, Pt. 1",False,INDIFFERENT,4:00,240,S7HmqvHOYQE,2025-03-31T17:09:02Z,gh-3852
So Long,Mr. Scruff,Keep It Unreal (10th Anniversary Analogue Remaster Edition),False,INDIFFERENT,4:14,254,J_IbIYyACME,2025-03-31T17:04:48Z,gh-3852
Towers (feat. Szjerdene),Bonobo,The North Borders,False,INDIFFERENT,3:37,217,hWhMVHS6618,2025-03-31T17:01:11Z,gh-3852
My Prayer,Kokoroko,Get The Message,False,INDIFFERENT,3:57,237,5dEZf1wQMUg,2025-03-31T16:57:14Z,gh-3852
Iron Giraffe,Takuya Kuroda,EVERYDAY,False,INDIFFERENT,6:27,387,4hhA8keEih4,2025-03-31T16:50:47Z,gh-3852
Stranded On Earth,The Herbaliser,Same As It Never Was,False,INDIFFERENT,6:45,405,Z-XI771QSAo,2025-03-31T16:44:02Z,gh-3852
Pancakes,Emancipator,Baralku,False,INDIFFERENT,4:48,288,5_kYDIy5wEg,2025-03-31T16:39:14Z,gh-3852
Turtle Soup (Wagon Christ Mix),DJ Food,Turtle Soup (Wagon Christ Mix),False,INDIFFERENT,7:56,476,Vb_rvPIEZSk,2025-03-31T16:31:18Z,gh-3852
Get Your Feet Down (Divan Pan Disco Edit),Funky Destination,Soul Foolish Magic,False,INDIFFERENT,4:40,280,tXa4dVSu-EY,2025-03-31T16:26:38Z,gh-3852
Ruined Lands,Audiopharmacy,Spare Change,False,INDIFFERENT,4:35,275,prqNDmC2ONY,2025-03-31T16:22:03Z,gh-3852
Breather (Steve Miller Mix),Afterlife,The Very Best of Café del Mar Remixed,False,INDIFFERENT,5:16,316,t5Qy67mO9fY,2025-03-31T16:16:47Z,gh-3852
I JussWanna Chill (Chill Mix),OMA,OMA Chill Hip-Hop Instrumental Mix - Lofi Jazz Beats,False,INDIFFERENT,3:06,186,7XMyI8YSCgc,2025-03-31T16:13:41Z,gh-3852
Sea of Serenity,Orpheus,Visions,False,INDIFFERENT,3:12,192,wuG8HgoYcSA,2025-03-31T16:10:29Z,gh-3852
Nights Introlude (Radio Edit),Nightmares On Wax,Les Nuits,False,INDIFFERENT,3:41,221,q8di2mD5tXc,2025-03-31T16:06:48Z,gh-3852
Walk In The Sky (feat. Bajka),Bonobo,Days To Come,False,LIKE,4:35,275,tZPWqR9KUd8,2025-03-31T16:02:13Z,gh-3852
Even If You Don't,Ween,White Pepper,False,INDIFFERENT,3:26,206,W_V7A-NN3MI,2025-03-31T02:11:23Z,gh-3846
Bukowski,Modest Mouse,Good News For People Who Love Bad News,False,INDIFFERENT,4:15,255,m0VpdRYCv3s,2025-03-31T02:07:08Z,gh-3846
Chimes of Freedom,The Byrds,Mr. Tambourine Man,False,INDIFFERENT,3:52,232,zvBKeB44Qkw,2025-03-30T21:25:35Z,gh-3845
Turn! Turn! Turn!,The Byrds,The Byrds,False,INDIFFERENT,3:54,234,pkuBh5n_Shc,2025-03-30T21:21:41Z,gh-3845
Fat Man in the Bathtub (2023 Remaster),Little Feat,Dixie Chicken (Deluxe Edition),False,LIKE,4:33,273,f3DPIzTjU_8,2025-03-30T21:17:08Z,gh-3845
Stack-A-Lee,Dr. John,The Atco Albums Collection,False,INDIFFERENT,3:30,210,8l1H1aPxFiw,2025-03-30T21:13:38Z,gh-3845
Tight Rope,Leon Russell,Carney,False,LIKE,3:01,181,IWZBfyR1h6w,2025-03-30T21:10:37Z,gh-3845
Silver Dagger,Joan Baez,The Newport Era,False,INDIFFERENT,2:33,153,dOdIJ4g1qnY,2025-03-30T03:44:11Z,gh-3839
Rambler Gambler (Live),Joan Baez,Very Early Joan (Live),False,INDIFFERENT,2:06,126,MAoGY363eKA,2025-03-30T02:14:21Z,gh-3838
Where Have All The Flower,Joan Baez,Very Early Joan (Live),False,INDIFFERENT,4:32,272,mOtJt_1NnDc,2025-03-30T02:09:49Z,gh-3838
Pilgrim Of Sorrow,Joan Baez,Very Early Joan (Live),False,INDIFFERENT,4:29,269,fzBTwIdtxWk,2025-03-30T02:05:20Z,gh-3838
In The Pines,Joan Baez,Very Early Joan (Live),False,INDIFFERENT,3:32,212,z1IQvC6UJNI,2025-03-30T02:01:48Z,gh-3838
Little Darlin',Joan Baez,Very Early Joan (Live),False,INDIFFERENT,2:12,132,_5JadJKHnjo,2025-03-30T01:59:36Z,gh-3838
Railroad Bill,Joan Baez,Very Early Joan (Live),False,INDIFFERENT,2:11,131,jBylC5-KYjw,2025-03-30T01:57:25Z,gh-3838
Riddle Song (Live),"Joan Baez, Pete Seeger",Very Early Joan (Live),False,INDIFFERENT,3:49,229,a6rPCxFBA14,2025-03-30T01:53:36Z,gh-3838
Lonesome Valley,"Joan Baez, Pete Seeger",Very Early Joan (Live),False,INDIFFERENT,3:33,213,e9__TzDC5fc,2025-03-30T01:50:03Z,gh-3838
Johnny Cuckoo,Joan Baez,Very Early Joan (Live),False,INDIFFERENT,3:40,220,_HLsNCVM82k,2025-03-30T01:46:23Z,gh-3838
Lady Gay,Joan Baez,Very Early Joan (Live),False,INDIFFERENT,4:26,266,0jBsI_CFKIc,2025-03-30T01:41:57Z,gh-3838
Freight Train,Joan Baez,Very Early Joan (Live),False,INDIFFERENT,3:03,183,r2hDtrPs8wc,2025-03-30T01:38:54Z,gh-3838
Man Of Constant Sorrow,Joan Baez,Very Early Joan (Live),False,INDIFFERENT,3:31,211,3XZuGmLLOQw,2025-03-30T01:35:23Z,gh-3838
Silver Dagger,Joan Baez,The Newport Era,False,INDIFFERENT,2:33,153,dOdIJ4g1qnY,2025-03-30T01:32:50Z,gh-3838
Joan Baez - Diamonds and Rust (With Lyrics),"29M views, Dave Bing",,False,INDIFFERENT,4:47,287,1ST9TZBb9v8,2025-03-30T01:28:03Z,gh-3838
Planète Naine,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,3:26,206,a6a3FewH4zo,2025-03-29T11:25:41Z,gh-3837
Marécage,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,3:27,207,AOb90x0eY90,2025-03-29T11:22:14Z,gh-3837
Rosetta,Jens Buchert,Orbital Resort,False,INDIFFERENT,4:18,258,d_cAHEiuGx4,2025-03-29T11:17:56Z,gh-3837
Les Gémeaux,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,5:13,313,dZFEp7JhHpw,2025-03-29T11:12:43Z,gh-3837
Le Lac,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,3:21,201,lMolUzTU_Uw,2025-03-29T11:09:22Z,gh-3837
Le Croissant de Lune,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,7:25,445,DxWAxEzPRd8,2025-03-29T11:01:57Z,gh-3837
Voie Lactée,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,4:02,242,oeavOSUA5OM,2025-03-29T10:57:55Z,gh-3837
Le Campagne,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,3:24,204,-E3ZqDDiV1I,2025-03-29T10:54:31Z,gh-3837
Vallée,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,5:00,300,mHV_8JeFbgc,2025-03-29T10:49:31Z,gh-3837
Lever de Soleil,Ivan the Tolerable,Le Monde Inversé,False,INDIFFERENT,3:36,216,qbo-pIWaVWE,2025-03-29T10:45:55Z,gh-3837
Father And Son,Cat Stevens,The Very Best Of Cat Stevens,False,INDIFFERENT,3:41,221,7SLY4seJzh0,2025-03-29T18:35:26Z,gh-3836
Hard Headed Woman,Cat Stevens,The Very Best Of Cat Stevens,False,INDIFFERENT,3:48,228,jPeV80Noruk,2025-03-29T18:31:38Z,gh-3836
I Think I See The Light (Studio Demo),Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,3:50,230,CuqRWNkPRpg,2025-03-29T18:27:48Z,gh-3836
Miles From Nowhere (Demo Version),Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,3:15,195,QLE1iia4EDg,2025-03-29T18:24:33Z,gh-3836
"I Wish, I Wish (Studio Demo)",Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,3:24,204,8blV6BWt8f0,2025-03-29T18:21:09Z,gh-3836
Don't Be Shy (Demo),Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,2:42,162,lJJ2jmo4iKM,2025-03-29T18:18:27Z,gh-3836
"If You Want To Sing Out, Sing Out (Ending / From 'Harold And Maude' Original Motion Picture Soundtrack)",Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,2:06,126,KGun4jqDGKo,2025-03-29T18:16:21Z,gh-3836
Morning Has Broken,Cat Stevens,Teaser And The Firecat,False,INDIFFERENT,3:20,200,qARB7XPfYjo,2025-03-29T18:13:01Z,gh-3836
I Want To Live In A Wigwam,Cat Stevens,On The Road To Find Out,False,INDIFFERENT,3:24,204,3gRsuBP55Pw,2025-03-29T18:09:37Z,gh-3836
Trouble,Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,2:44,164,dWMW15mpFnI,2025-03-29T18:06:53Z,gh-3836
Dialogue 6 (Harold Loves Maude) (From 'Harold And Maude' Original Motion Picture Soundtrack),Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,0:56,56,3I2fNBG27Yk,2025-03-29T18:05:57Z,gh-3836
"If You Want To Sing Out, Sing Out",Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,2:43,163,4votWdbMuQI,2025-03-29T18:03:14Z,gh-3836
"If You Want To Sing Out, Sing Out (Ruth Gordon & Bud Cort Vocal Version / From 'Harold And Maude' Original Motion Picture Soundtrack)",Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,1:44,104,iENnm9grFpI,2025-03-29T18:01:30Z,gh-3836
Dialogue 4 (Sunflower) (From 'Harold And Maude' Original Motion Picture Soundtrack),Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,0:53,53,ZeiV-gQFRkA,2025-03-29T18:00:37Z,gh-3836
I Think I See The Light,Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,3:55,235,QrL__gw_BnU,2025-03-29T17:56:42Z,gh-3836
Tea For The Tillerman,Cat Stevens,Harold And Maude (Original Motion Picture Soundtrack / Deluxe),False,INDIFFERENT,1:01,61,wkpkENqc0R4,2025-03-29T17:55:41Z,gh-3836
